0.003	0.2	0
0.003	0.2	1
0.003	0.2	2
0.003	0.2	3
0.003	0.2	4
0.003	0.2	5
0.003	0.2	6
0.003	0.2	7
0.003	0.2	8
0.003	0.2	9
0.003	2	0
0.003	2	1
0.003	2	2
0.003	2	3
0.003	2	4
0.003	2	5
0.003	2	6
0.003	2	7
0.003	2	8
0.003	2	9
0.003	20	0
0.003	20	1
0.003	20	2
0.003	20	3
0.003	20	4
0.003	20	5
0.003	20	6
0.003	20	7
0.003	20	8
0.003	20	9
0.003	200	0
0.003	200	1
0.003	200	2
0.003	200	3
0.003	200	4
0.003	200	5
0.003	200	6
0.003	200	7
0.003	200	8
0.003	200	9
0.003	2000	0
0.003	2000	1
0.003	2000	2
0.003	2000	3
0.003	2000	4
0.003	2000	5
0.003	2000	6
0.003	2000	7
0.003	2000	8
0.003	2000	9
0.003	20000	0
0.003	20000	1
0.003	20000	2
0.003	20000	3
0.003	20000	4
0.003	20000	5
0.003	20000	6
0.003	20000	7
0.003	20000	8
0.003	20000	9
0.003	200000	0
0.003	200000	1
0.003	200000	2
0.003	200000	3
0.003	200000	4
0.003	200000	5
0.003	200000	6
0.003	200000	7
0.003	200000	8
0.003	200000	9
0.006	0.2	0
0.006	0.2	1
0.006	0.2	2
0.006	0.2	3
0.006	0.2	4
0.006	0.2	5
0.006	0.2	6
0.006	0.2	7
0.006	0.2	8
0.006	0.2	9
0.006	2	0
0.006	2	1
0.006	2	2
0.006	2	3
0.006	2	4
0.006	2	5
0.006	2	6
0.006	2	7
0.006	2	8
0.006	2	9
0.006	20	0
0.006	20	1
0.006	20	2
0.006	20	3
0.006	20	4
0.006	20	5
0.006	20	6
0.006	20	7
0.006	20	8
0.006	20	9
0.006	200	0
0.006	200	1
0.006	200	2
0.006	200	3
0.006	200	4
0.006	200	5
0.006	200	6
0.006	200	7
0.006	200	8
0.006	200	9
0.006	2000	0
0.006	2000	1
0.006	2000	2
0.006	2000	3
0.006	2000	4
0.006	2000	5
0.006	2000	6
0.006	2000	7
0.006	2000	8
0.006	2000	9
0.006	20000	0
0.006	20000	1
0.006	20000	2
0.006	20000	3
0.006	20000	4
0.006	20000	5
0.006	20000	6
0.006	20000	7
0.006	20000	8
0.006	20000	9
0.006	200000	0
0.006	200000	1
0.006	200000	2
0.006	200000	3
0.006	200000	4
0.006	200000	5
0.006	200000	6
0.006	200000	7
0.006	200000	8
0.006	200000	9
0.015	0.2	0
0.015	0.2	1
0.015	0.2	2
0.015	0.2	3
0.015	0.2	4
0.015	0.2	5
0.015	0.2	6
0.015	0.2	7
0.015	0.2	8
0.015	0.2	9
0.015	2	0
0.015	2	1
0.015	2	2
0.015	2	3
0.015	2	4
0.015	2	5
0.015	2	6
0.015	2	7
0.015	2	8
0.015	2	9
0.015	20	0
0.015	20	1
0.015	20	2
0.015	20	3
0.015	20	4
0.015	20	5
0.015	20	6
0.015	20	7
0.015	20	8
0.015	20	9
0.015	200	0
0.015	200	1
0.015	200	2
0.015	200	3
0.015	200	4
0.015	200	5
0.015	200	6
0.015	200	7
0.015	200	8
0.015	200	9
0.015	2000	0
0.015	2000	1
0.015	2000	2
0.015	2000	3
0.015	2000	4
0.015	2000	5
0.015	2000	6
0.015	2000	7
0.015	2000	8
0.015	2000	9
0.015	20000	0
0.015	20000	1
0.015	20000	2
0.015	20000	3
0.015	20000	4
0.015	20000	5
0.015	20000	6
0.015	20000	7
0.015	20000	8
0.015	20000	9
0.015	200000	0
0.015	200000	1
0.015	200000	2
0.015	200000	3
0.015	200000	4
0.015	200000	5
0.015	200000	6
0.015	200000	7
0.015	200000	8
0.015	200000	9
0.03	0.2	0
0.03	0.2	1
0.03	0.2	2
0.03	0.2	3
0.03	0.2	4
0.03	0.2	5
0.03	0.2	6
0.03	0.2	7
0.03	0.2	8
0.03	0.2	9
0.03	2	0
0.03	2	1
0.03	2	2
0.03	2	3
0.03	2	4
0.03	2	5
0.03	2	6
0.03	2	7
0.03	2	8
0.03	2	9
0.03	20	0
0.03	20	1
0.03	20	2
0.03	20	3
0.03	20	4
0.03	20	5
0.03	20	6
0.03	20	7
0.03	20	8
0.03	20	9
0.03	200	0
0.03	200	1
0.03	200	2
0.03	200	3
0.03	200	4
0.03	200	5
0.03	200	6
0.03	200	7
0.03	200	8
0.03	200	9
0.03	2000	0
0.03	2000	1
0.03	2000	2
0.03	2000	3
0.03	2000	4
0.03	2000	5
0.03	2000	6
0.03	2000	7
0.03	2000	8
0.03	2000	9
0.03	20000	0
0.03	20000	1
0.03	20000	2
0.03	20000	3
0.03	20000	4
0.03	20000	5
0.03	20000	6
0.03	20000	7
0.03	20000	8
0.03	20000	9
0.03	200000	0
0.03	200000	1
0.03	200000	2
0.03	200000	3
0.03	200000	4
0.03	200000	5
0.03	200000	6
0.03	200000	7
0.03	200000	8
0.03	200000	9
0.06	0.2	0
0.06	0.2	1
0.06	0.2	2
0.06	0.2	3
0.06	0.2	4
0.06	0.2	5
0.06	0.2	6
0.06	0.2	7
0.06	0.2	8
0.06	0.2	9
0.06	2	0
0.06	2	1
0.06	2	2
0.06	2	3
0.06	2	4
0.06	2	5
0.06	2	6
0.06	2	7
0.06	2	8
0.06	2	9
0.06	20	0
0.06	20	1
0.06	20	2
0.06	20	3
0.06	20	4
0.06	20	5
0.06	20	6
0.06	20	7
0.06	20	8
0.06	20	9
0.06	200	0
0.06	200	1
0.06	200	2
0.06	200	3
0.06	200	4
0.06	200	5
0.06	200	6
0.06	200	7
0.06	200	8
0.06	200	9
0.06	2000	0
0.06	2000	1
0.06	2000	2
0.06	2000	3
0.06	2000	4
0.06	2000	5
0.06	2000	6
0.06	2000	7
0.06	2000	8
0.06	2000	9
0.06	20000	0
0.06	20000	1
0.06	20000	2
0.06	20000	3
0.06	20000	4
0.06	20000	5
0.06	20000	6
0.06	20000	7
0.06	20000	8
0.06	20000	9
0.06	200000	0
0.06	200000	1
0.06	200000	2
0.06	200000	3
0.06	200000	4
0.06	200000	5
0.06	200000	6
0.06	200000	7
0.06	200000	8
0.06	200000	9
0.15	0.2	0
0.15	0.2	1
0.15	0.2	2
0.15	0.2	3
0.15	0.2	4
0.15	0.2	5
0.15	0.2	6
0.15	0.2	7
0.15	0.2	8
0.15	0.2	9
0.15	2	0
0.15	2	1
0.15	2	2
0.15	2	3
0.15	2	4
0.15	2	5
0.15	2	6
0.15	2	7
0.15	2	8
0.15	2	9
0.15	20	0
0.15	20	1
0.15	20	2
0.15	20	3
0.15	20	4
0.15	20	5
0.15	20	6
0.15	20	7
0.15	20	8
0.15	20	9
0.15	200	0
0.15	200	1
0.15	200	2
0.15	200	3
0.15	200	4
0.15	200	5
0.15	200	6
0.15	200	7
0.15	200	8
0.15	200	9
0.15	2000	0
0.15	2000	1
0.15	2000	2
0.15	2000	3
0.15	2000	4
0.15	2000	5
0.15	2000	6
0.15	2000	7
0.15	2000	8
0.15	2000	9
0.15	20000	0
0.15	20000	1
0.15	20000	2
0.15	20000	3
0.15	20000	4
0.15	20000	5
0.15	20000	6
0.15	20000	7
0.15	20000	8
0.15	20000	9
0.15	200000	0
0.15	200000	1
0.15	200000	2
0.15	200000	3
0.15	200000	4
0.15	200000	5
0.15	200000	6
0.15	200000	7
0.15	200000	8
0.15	200000	9
0.3	0.2	0
0.3	0.2	1
0.3	0.2	2
0.3	0.2	3
0.3	0.2	4
0.3	0.2	5
0.3	0.2	6
0.3	0.2	7
0.3	0.2	8
0.3	0.2	9
0.3	2	0
0.3	2	1
0.3	2	2
0.3	2	3
0.3	2	4
0.3	2	5
0.3	2	6
0.3	2	7
0.3	2	8
0.3	2	9
0.3	20	0
0.3	20	1
0.3	20	2
0.3	20	3
0.3	20	4
0.3	20	5
0.3	20	6
0.3	20	7
0.3	20	8
0.3	20	9
0.3	200	0
0.3	200	1
0.3	200	2
0.3	200	3
0.3	200	4
0.3	200	5
0.3	200	6
0.3	200	7
0.3	200	8
0.3	200	9
0.3	2000	0
0.3	2000	1
0.3	2000	2
0.3	2000	3
0.3	2000	4
0.3	2000	5
0.3	2000	6
0.3	2000	7
0.3	2000	8
0.3	2000	9
0.3	20000	0
0.3	20000	1
0.3	20000	2
0.3	20000	3
0.3	20000	4
0.3	20000	5
0.3	20000	6
0.3	20000	7
0.3	20000	8
0.3	20000	9
0.3	200000	0
0.3	200000	1
0.3	200000	2
0.3	200000	3
0.3	200000	4
0.3	200000	5
0.3	200000	6
0.3	200000	7
0.3	200000	8
0.3	200000	9
0.6	0.2	0
0.6	0.2	1
0.6	0.2	2
0.6	0.2	3
0.6	0.2	4
0.6	0.2	5
0.6	0.2	6
0.6	0.2	7
0.6	0.2	8
0.6	0.2	9
0.6	2	0
0.6	2	1
0.6	2	2
0.6	2	3
0.6	2	4
